AVGGIFT,HV1_log,IC1_transformed,IC5_transformed,gender,TARGET_D
5.538461539,5.924255797,13.98235979,4.135016017,Male,12
9.5,6.891625897,15.88493918,4.174662854,Male,8
10.83333333,6.958448393,18.22529948,4.227260976,Male,10
8.333333333,6.248042875,13.1019253,4.149315542,Male,15
9.444444444,6.575075841,14.91109475,4.169440692,Female,10
4.923076923,6.228511004,13.02564152,4.131602945,Female,5
11.4,6.335054251,13.59086772,4.157766503,Female,14
20,7.01571242,16.67695692,4.235143233,Male,20
11.33333333,6.28785856,13.82363633,4.171817014,Female,5
15,5.796057751,13.4476017,4.114826544,Male,15
10.35714286,6.059123196,13.37490329,4.130161075,Female,10
7.545454545,7.429520843,14.6480503,4.215669412,Female,14
4.411764706,6.008813185,12.81812162,4.123031287,Female,6
21.66666667,6.856461985,14.99030523,4.168772546,Male,25
8.315789474,7.965545573,18.61081805,4.254028491,Female,12
10.75,6.363028104,15.52397181,4.157275223,Female,14
5,5.703782475,14.11579859,4.134846884,Male,5
5.714285714,6.688354714,17.44732111,4.179330829,Female,5
12,6.248042875,10.91526858,4.072221792,Female,21
12.33333333,5.872117789,14.37586418,4.133171254,Female,16
7.166666667,6.131226489,13.17740476,4.135297391,Female,10
8.111111111,5.855071922,13.84651779,4.135648205,Male,15
4.5,7.069023427,19.54177075,4.23762489,Male,6
25,6.685860947,16.86804466,4.172540162,Female,25
20.66666667,7.295056416,15.83178309,4.154644333,Male,20
7.181818182,6.562444094,15.22334023,4.152211394,Female,10
25,5.866468057,13.77766207,4.150673134,Female,15
25,6.456769656,15.0687375,4.166170075,Male,25
13.7826087,6.144185634,14.20347286,4.134917384,Male,35
15.2,6.685860947,15.35623337,4.16915481,Female,25
5.5,6.061456919,14.66859938,4.160295853,Female,3
10.6,8.528924114,20.73589627,4.272159322,Female,25
17,7.513709248,19.6360711,4.234354157,Male,25
9.714285714,6.366470448,12.46723114,4.106689825,Male,5
15,6.80461452,18.15721031,4.19334022,Female,50
8.214285714,6.37502482,15.43120882,4.140092809,Female,12
5.571428571,6.617402978,15.81398899,4.131660851,Female,7
7.617021277,7.299797367,19.22896523,4.236894568,Male,10
15,6.434546519,14.81095815,4.140308837,Male,25
17.86666667,6.575075841,13.51958419,4.200973087,Female,20
9.571428571,6.922643891,18.17086775,4.208486512,Female,10
13.6,6.794586581,14.07157963,4.158673544,Female,10
7.894736842,6.583409222,14.37586418,4.145459498,Male,5
8.96875,7.45760929,17.19280214,4.170315174,Female,10
6.666666667,6.650279049,18.12983553,4.19388031,Female,6
8.344827586,6.738152495,16.23098438,4.167403213,Male,20
6.1,6.632001777,15.31848535,4.192113339,Female,10
5.777777778,6.095824562,13.68485322,4.085917691,Female,7
8.75,6.255750042,14.50267386,4.167865006,Female,10
3.5,7.194436851,19.14302616,4.230618844,Male,3
22.6,6.376726948,15.63392285,4.178853877,Female,50
10.66666667,7.498315871,17.00868465,4.182785203,Male,20
4.842105263,6.408528791,15.29954541,4.15734553,Female,5
14.8,7.276556403,18.58472677,4.236877255,Female,35
18.42105263,7.379008128,17.90789564,4.216391131,Female,24
10.83333333,7.59739632,17.66610304,4.197978533,Male,15
9.5,6.182084907,13.93735133,4.138720252,Female,25
13.25,6.453624999,13.77766207,4.136025964,Male,20
19.25,6.722629795,19.67120581,4.215338494,Female,15
16.66666667,6.455198563,15.54239923,4.19552741,Male,25
8,6.184148891,16.12864888,4.207990078,Female,10
10.7,5.908082938,13.89207201,4.120191551,Male,19
20,7.368339686,15.90258311,4.184859103,Male,5
20,7.734996194,19.70621785,4.248868658,Female,30
6.461538462,6.059123196,13.37490329,4.134338085,Female,6
12.33333333,6.981005741,19.62433209,4.211082454,Male,21
5.625,6.144185634,13.4476017,4.128583591,Male,5
6.714285714,6.781057626,15.28056119,4.218116403,Male,6
5.888888889,6.651571874,16.39886315,4.198521519,Male,10
15,5.926926026,12.71202499,4.097849144,Male,15
6.238095238,6.728628613,18.15721031,4.188870659,Male,5
8.642857143,7.514254653,17.16237877,4.186184545,Female,10
17.14285714,6.43775165,14.52360866,4.142302453,Female,25
12,6.522092798,14.54448728,4.144824217,Female,25
13.1,6.49375384,15.70641868,4.140133343,Female,10
8.058823529,6.338594078,13.37490329,4.068235048,Male,20
18.57142857,5.843544417,14.02710128,4.152406878,Female,50
11.125,7.319202459,19.04387785,4.242960213,Female,20
12.66666667,6.877296071,15.59743521,4.188108344,U,25
20,6.238324625,12.92264184,4.116487924,Female,20
12.6,8.544613787,19.69456073,4.288565768,Male,20
5.727272727,6.748914038,15.97288437,4.190689992,Male,6
24.22222222,6.424869024,13.68485322,4.117286135,Female,50
7.607142857,6.827629235,15.31848535,4.194102454,Female,7
12.5,5.673323267,12.89665646,4.114362073,Male,25
8.941176471,7.74586823,17.8656847,4.232680163,Female,7
5.95945946,6.047372179,13.47167456,4.112301305,Male,6
9.727272727,6.343880434,14.87119175,4.163241566,Female,15
6.666666667,6.298949247,14.43952862,4.131327522,Male,5
15,7.718685495,13.39921671,4.115980315,Female,30
12.2,7.938445551,19.16765708,4.207673002,Male,22
25,7.752764809,16.16289778,4.205858886,Male,20
8.666666667,6.476972363,15.37504194,4.073479266,Male,21
10.81818182,7.68294317,18.40005991,4.205589584,Female,11
13.57142857,6.975413927,14.77054601,4.167521519,Female,25
8.434782609,6.436150368,15.02961748,4.15548016,Male,10
9,6.532334292,14.4816825,4.131182316,Female,15
4.666666667,6.470799504,16.67695692,4.215169127,Female,5
3.210526316,5.863631176,11.79854858,4.097204716,Female,3
5.290322581,6.280395839,15.02961748,4.145330118,Female,3
12.31818182,7.255591274,14.43952862,4.210177112,Male,12
6.919354839,6.939253946,15.43120882,4.212618382,Female,10
11.36363636,6.411818268,15.12706208,4.168442373,Female,12
5.195652174,6.253828812,12.00919675,4.121580231,Female,5
13.33333333,6.763884909,15.48699248,4.199070057,Female,15
27.28571429,6.706862337,17.11654848,4.175469076,U,45
26.66666667,6.013715156,14.54448728,4.154680274,Female,20
4.454545455,5.733341277,11.70617338,4.068187712,Male,5
22,6.894670039,16.93082794,4.169271365,Female,27
11.28571429,8.214194415,16.36554947,4.200635336,Female,14
4.230769231,5.533389489,13.05116011,4.110993992,Male,10
24.08333333,6.705639095,18.01952719,4.187340898,Male,10
20,6.688354714,16.993168,4.188995729,Male,25
9.074074074,6.32256524,14.93097136,4.159516226,Male,11
25,7.048386409,16.26482473,4.195998423,Female,30
14.75,5.84932478,12.27063366,4.102509624,Male,16
25,7.26961675,15.48699248,4.153669824,Female,20
5.833333333,7.215975003,16.5308441,4.196090713,Female,5
8.25,6.74051936,15.88493918,4.200627282,Female,8
14.5,7.793174347,17.43254663,4.221213406,Male,6
15,6.577861358,13.30147137,4.116389836,Female,20
5.214285714,7.11395611,19.05632656,4.274928079,Male,5
5,7.641564441,15.86725799,4.221560265,Male,5
3.173913044,6.771935556,13.4476017,4.180980026,Female,5
10.85714286,7.333023014,17.66610304,4.243882147,Female,17
11.94117647,6.190315406,12.06817806,4.100413754,Female,5
8.666666667,7.163172391,15.99025059,4.209851436,Female,11
7.333333333,6.996681488,19.47045578,4.229282113,Female,11
8.363636364,6.222576268,15.12706208,4.142328993,Male,10
8.333333333,6.329720906,12.89665646,4.120350131,Female,10
7.333333333,6.343880434,15.84953936,4.152565475,Female,10
10,6.802394763,9.030197412,4.069436521,Male,17
9.5,5.986452005,14.18164863,4.125625816,Male,14
6.928571429,7.311218384,19.48237716,4.277054496,Female,10
2.445945946,5.424950017,13.22728763,4.097735655,Male,6
4.578947368,6.317164687,15.56078545,4.190793961,Male,6
35,8.30844552,19.44657005,4.299862717,Male,35
4.409090909,5.762051383,11.7679009,4.089473919,Female,5
8.923076923,6.672032945,15.5791307,4.159826396,Male,13
7.264347826,6.86171134,15.77828648,4.161557585,Female,10
8.833333333,6.59441346,16.38222246,4.180008791,Female,10
5.4375,6.317164687,12.73870011,4.080439575,Male,10
7.666666667,8.089175679,14.68909475,4.220125639,Female,10
5.466666667,6.748914038,15.39380721,4.286500519,Female,6
4.571428571,6.570882962,15.77828648,4.195139029,Male,5
3.571428571,6.338594078,16.26482473,4.173555306,Female,6
8.578947368,6.576469569,17.19280214,4.18295476,Female,10
6.142857143,6.378426184,13.17740476,4.145407762,Female,10
15,7.763021309,16.44859297,4.210685902,Female,10
10.625,7.694392803,19.77587804,4.289671188,Female,15
15.25,6.775366091,16.00767495,4.185707682,U,23
12.5,6.49375384,14.52360866,4.147358336,Female,15
6.666666667,6.7310181,12.18460903,4.063392646,Female,7
10.6,6.646390515,17.29847741,4.17648896,Male,20
6.285714286,6.405228458,15.44984564,4.17632957,Male,10
5.857142857,6.17586727,15.74243025,4.147574552,Male,7
13,5.451038454,13.47167456,4.131675323,Male,20
8.857142857,6.507277712,12.71202499,4.101429177,Female,10
13.6,6.802394763,14.81095815,4.219441903,Female,15
7.454545455,6.817830571,17.13185142,4.172488657,Female,9
8,6.345636361,14.81095815,4.185872975,Male,15
12.75,6.368187186,13.84651779,4.13171873,Female,20
15,7.126087273,17.31347285,4.18384552,Female,15
17.5,7.074963198,14.72992576,4.197358302,Female,10
16.6,6.684611728,15.00998552,4.1870143,Female,23
9.666666667,6.368187186,16.39886315,4.248414756,Female,14
25,7.900266037,18.53232936,4.227008009,Female,25
14,5.860786223,14.13781194,4.113109497,Female,25
3.411764706,6.240275845,13.4234493,4.115107715,Female,5
9.277777778,6.869014451,16.86804466,4.194230416,Male,10
12.5,6.82437367,17.32844334,4.213525437,Male,25
11.55555556,7.772752716,15.83178309,4.199827042,Female,19
12.16666667,6.126869184,13.91474578,4.160352977,Female,13
6.5,6.88857246,16.709096,4.172210136,Female,9
4.705882353,6.086774727,14.75026207,4.142792501,Male,5
12.6875,7.443078374,16.0942611,4.235190157,Female,16
15.33333333,5.828945618,12.65836714,4.116912093,U,20
13,6.986566459,16.54720085,4.226392078,Male,100
6.166666667,6.352629396,15.31848535,4.204925083,Female,14
7.05,6.234410726,13.4234493,4.101042414,Male,11
6.142857143,6.270988432,14.26857425,4.156970079,Female,6
25,8.087640288,18.21172111,4.214921663,Female,30
5.75,7.057036982,17.75216911,4.228510699,Female,6
4.5,7.258412151,16.24792133,4.181209616,U,4
20.18181818,5.929589143,13.1019253,4.086805536,Female,10
8.5,6.368187186,15.52397181,4.204513577,Female,25
13,6.416732283,16.38222246,4.179116931,Female,20
4.875,6.591673732,17.14712815,4.171557658,Female,5
8.875,7.736743682,16.28169473,4.17278707,Male,15
12.33333333,6.450470422,15.50550297,4.169873481,Male,16
10.33333333,6.755768922,18.10238041,4.197184023,Male,15
10.5,6.931471806,17.65167977,4.170451552,Male,32
25.5,7.824046011,14.79077793,4.193657728,Male,28
10.08333333,6.986566459,18.22529948,4.23898572,Female,7
17.375,6.82437367,15.76037768,4.188324103,Male,38
18.33333333,8.03915739,11.25682377,4.212169288,Female,20
7.523809524,7.98104976,15.10766758,4.242282584,Male,10
10,6.838405201,13.75456821,4.185053355,Female,15
13.77777778,6.901737207,17.10121922,4.205881939,U,25
4.111111111,8.069968149,15.26153242,4.174125638,Female,4
6,8.271804031,16.24792133,4.220858731,Female,7
6.904761905,6.345636361,15.52397181,4.157929815,Female,8
17,7.799343398,18.74021905,4.235266364,Male,19
20,6.755768922,17.46207153,4.193039052,Female,30
5.857142857,6.244166901,14.50267386,4.145769446,Female,10
7,6.626717749,12.18460903,4.190150576,Male,7
10.5,6.29156914,12.94853219,4.132123124,Male,10
8.769230769,5.986452005,13.00003121,4.066184415,Female,11
7,5.669880923,14.24693524,4.096862246,Female,7
12.21428571,6.447305863,15.0687375,4.174125638,Male,10
11.33333333,6.756932389,15.77828648,4.18998252,U,20
6,6.504288174,12.84439723,4.068021905,Male,10
7.8,7.760893196,18.07484437,4.275910329,Female,10
7.8,5.869296913,13.70816434,4.120698305,Male,8
7.483333333,6.71417053,13.77766207,4.166484995,Male,11
5.928571429,5.826000107,14.41836535,4.124481044,Male,10
15,6.200509174,14.20347286,4.155289628,Female,15
25,7.270312886,18.58472677,4.253596763,Female,16
6.714285714,7.025538315,16.39886315,4.175257983,U,5
6.147058824,8.085486772,20.30559961,4.250942454,Female,7
5.9375,5.375278408,13.4476017,4.115388262,Female,10
3.8,6.459904454,13.84651779,4.156699493,Male,5
15.2,6.866933284,18.18450531,4.22092574,Female,20
12.2,6.543911846,15.41252942,4.187783938,Male,10
25,6.450470422,14.72992576,4.120255007,Male,20
27.5,6.056784013,13.91474578,4.132870647,Male,40
14.77777778,6.324358962,15.29954541,4.132051007,Female,20
8.916666667,6.472346295,15.04920137,4.164516577,Female,5
10.125,6.779921907,17.60827291,4.200989145,Male,10
9.777777778,8.679652119,18.89323817,4.281092434,Male,15
7.933333333,6.747586527,16.465106,4.187720752,Female,10
14.91666667,6.748914038,15.97288437,4.190689992,Female,10
5.484848485,6.854354502,18.86790268,4.221052942,Male,5
8.566666667,6.343880434,12.41163425,4.108216343,Female,10
20,6.992096427,14.13781194,4.127929044,Male,20
13.33333333,7.418780883,18.99392346,4.233195294,Female,20
12.53333333,8.02975852,20.00466763,4.251701389,Female,25
15,6.834108739,18.53232936,4.238878178,Female,17
15,6.476972363,12.49486195,4.114062582,Male,15
8.333333333,7.536363938,8.573391677,4.113344252,Female,10
10.07142857,5.942799375,15.02961748,4.142474857,Male,16
11.22222222,6.590301048,15.44984564,4.134011916,Female,14
9.592592593,6.124683391,14.20347286,4.125184416,Male,20
8.076923077,6.01615716,12.29906794,4.117107384,Female,10
3.6,5.828945618,11.3557905,4.073046202,Female,5
15,5.746203191,11.54925463,4.122050152,Female,15
11.125,6.987490247,17.78067943,4.216111417,Male,10
9.8,5.932245187,14.46063421,4.149827992,Male,15
14.85714286,6.783325201,14.9705763,4.151487786,Male,20
8.682926829,6.975413927,15.52397181,4.200538648,Male,9
11.46153846,7.646831391,19.70621785,4.241556388,Female,14
8.25,6.922643891,16.29853151,4.169165411,Male,15
7.714285714,5.638354669,14.95079844,4.139646042,Female,14
21.5,6.148468296,13.84651779,4.140133343,Female,25
15,8.281977059,20.76746437,4.252046337,Female,25
33.5,6.639875834,17.16237877,4.186923412,Female,35
7.583333333,6.975413927,18.53232936,4.195291163,Male,8
20,6.613384218,14.85116474,4.140766632,Female,20
17.125,7.160069208,18.90588111,4.280122922,Female,15
6.866666667,6.061456919,12.97432838,4.10619463,Male,8
10.96818182,6.86171134,18.74021905,4.237968175,Female,5
11.8,6.206575927,14.24693524,4.145356005,Female,17
17.33333333,8.03657341,19.44657005,4.256227421,Male,25
12.22222222,7.098375639,18.07484437,4.21021406,Male,12
8.954545455,6.517671273,13.35050837,4.15001493,Female,10
17.5,6.914730893,17.53546599,4.240357117,Female,35
10.125,7.057897937,18.84250069,4.216426044,Female,15
10,6.80461452,17.56465862,4.200199582,Male,21
5.833333333,6.152732695,13.27682791,4.150350691,U,10
6,6.774223886,13.8006846,4.07382017,Female,10
11.4,5.805134969,13.6144764,4.150846401,Female,25
9.222222222,6.202535517,13.68485322,4.134536201,Female,16
15.4,6.295266001,13.4476017,4.21888361,Male,15
13,6.445719819,16.31533521,4.193666297,Female,20
6.4,6.548219103,15.08822614,4.203983368,Female,8
8.333333333,6.442540166,15.52397181,4.163163511,Male,10
9.916666667,6.670766321,16.77302171,4.207582242,Male,25
13,7.21303166,18.74021905,4.228204327,Female,16
3.55,7.550135342,18.06104582,4.185689301,Male,3
12.5,6.177944114,15.37504194,4.190706041,Female,20
7.75862069,7.116394144,13.49566852,4.095541,Female,15
15.4375,6.452048954,12.73870011,4.134082896,Male,28
13.41666667,5.774551546,12.92264184,4.140119833,Male,10
11.5,6.795705775,17.38807784,4.221133204,Female,25
15,6.354370041,13.91474578,4.121956309,Male,21
10.25,6.426488457,13.95988917,4.164008223,Male,30
9.8,7.699842407,18.68866788,4.212885518,Female,11
5.24,7.313220387,14.99030523,4.174541437,U,6
7.666666667,6.469250317,16.38222246,4.142010136,Female,10
16.66666667,8.093462275,19.81052823,4.293658838,Male,20
16.66666667,6.786716951,18.22529948,4.174824546,Female,20
25,6.715383386,17.0550724,4.266410575,Male,30
8.636363636,7.210818453,18.66278814,4.23654777,Male,15
9.4,6.854354502,15.88493918,4.20822353,Female,35
4.833333333,6.180016654,13.12717347,4.116045928,Female,5
8.6,6.226536669,14.75026207,4.164846937,Female,12
23.33333333,7.347943823,20.09475918,4.274601151,Male,25
8.733333333,6.059123196,13.54342221,4.136902912,Female,10
9.7,6.575075841,15.37504194,4.191066081,Female,25
4.5,7.386470849,18.70158163,4.222323434,Female,5
15,7.224753406,18.70158163,4.257768328,Male,15
6.5,6.282266747,14.83108698,4.171266495,Female,15
25,7.997326823,19.86801547,4.276621113,Female,25
6.590909091,7.687997166,19.16765708,4.206617107,Female,10
25,6.722629795,17.16237877,4.164758931,Male,30
3.589285714,6.529418838,16.38222246,4.181524558,Female,12
8.230769231,6.745236349,18.2523975,4.203975552,Female,5
5.375,7.765144903,18.76589138,4.257252525,Male,6
2.315789474,6.766191715,16.38222246,4.178629321,Female,5
11.25,6.972606251,18.21172111,4.207309513,Female,14
9.6,7.329749689,18.0056464,4.206372592,Male,14
8.916666667,6.315358002,15.44984564,4.116144283,Male,10
10.76470588,6.068425588,15.54239923,4.142607309,Male,10
5.222222222,7.576609767,18.23885825,4.221373633,Male,15
15,5.926926026,12.29906794,4.111317828,Female,15
9.238095238,6.756932389,16.36554947,4.185404023,Male,10
15.85714286,7.526717561,19.6360711,4.264414382,Female,16
10.55172414,5.726847748,12.06817806,4.074160206,Male,10
26.95,6.244166901,14.72992576,4.171370565,Female,10
14.8,8.030734924,20.01597274,4.246794533,Male,15
